カテゴリー,メニュー,コード,価格(円),おいしさ(1-5),安さ(1-5),人気度(1-5),Tier,image_url,image_search_url,備考
"ライス・パン","スモールライス","3103","100","3","1","2","D","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpzLGhRMuCdiFng2d-0CGZaYS2Ktrj0NMdZkFDqn9NWY3e_iRjkQTslNDrQA&s","https://www.google.com/search?tbm=isch&q=%E3%82%B9%E3%83%A2%E3%83%BC%E3%83%AB%E3%83%A9%E3%82%A4%E3%82%B9+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"ライス・パン","フォッカチオ","3110","150","3","3","3","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjij_vj3UdKQW6fkJ-JmuQlBz_SWwgIek38j6XToabI5Ns3RWb3RSEERSKyQ&s","https://www.google.com/search?tbm=isch&q=%E3%83%95%E3%82%A9%E3%83%83%E3%82%AB%E3%83%81%E3%82%AA+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"ライス・パン","ガーリックフォッカチオ","3111","200","4","3","5","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9nsikFhUVewfM2GUzCtysxFlUrXvKuyyxcuGNQ_X9YZjmbhbV2tVsHx6OQw&s","https://www.google.com/search?tbm=isch&q=%E3%82%AC%E3%83%BC%E3%83%AA%E3%83%83%E3%82%AF+%E3%83%95%E3%82%A9%E3%83%83%E3%82%AB%E3%83%81%E3%82%AA+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"ライス・パン","シナモンフォッカチオ","3112","200","3","3","1","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNxEoSFHW9eQsQq15I5nwM69SgWENto-BhJUHSNi4Lf4WpqmeVG6DfYH-ax00&s","https://www.google.com/search?tbm=isch&q=%E3%82%B7%E3%83%8A%E3%83%A2%E3%83%B3+%E3%83%95%E3%82%A9%E3%83%83%E3%82%AB%E3%83%81%E3%82%AA+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"ライス・パン","タラコフォッカチオ","3113","250","4","3","2","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNZpqz5tIv1zv7saQ2WP64X_ZMJ5Ssw9KSdz8uuRp4wTPKUYRWRt55BS7HX4Q&s","https://www.google.com/search?tbm=isch&q=%E3%82%BF%E3%83%A9%E3%82%B3%E3%83%95%E3%82%A9%E3%83%83%E3%82%AB%E3%83%81%E3%82%AA+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"ライス・パン","チーズフォッカチオ","3114","250","4","3","4","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTAkcFAdJ5EwAFdVTmd0x8g1tSG4KbtCiCxuv44lJkv5p1KhZkwcW5qmgMhDag&s","https://www.google.com/search?tbm=isch&q=%E3%83%81%E3%83%BC%E3%82%BA+%E3%83%95%E3%82%A9%E3%83%83%E3%82%AB%E3%83%81%E3%82%AA+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"デザート","ティラミス クラシコ","3201","300","4","3","4","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-rCA_une2dFDjfoQcyJ_nRsqbKf1PQk0NnEHk1Pufzs44L6rJH1QmU9Fn_w&s","https://www.google.com/search?tbm=isch&q=%E3%83%86%E3%82%A3%E3%83%A9%E3%83%9F%E3%82%B9+%E3%82%AF%E3%83%A9%E3%82%B7%E3%82%B3+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"デザート","ミルクジェラート","3205","250","4","4","4","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTBHt-zzYTnVeec9IiQ2OFATq-u1v0C7t3A0GzSOSInlgMtvZ9X_5hpWNrfTQ&s","https://www.google.com/search?tbm=isch&q=%E3%83%9F%E3%83%AB%E3%82%AF%E3%82%B8%E3%82%A7%E3%83%A9%E3%83%BC%E3%83%88+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"デザート","イタリアンプリン","3206","250","5","4","5","S","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4rCRgfvFKSfbHdjTnsRBhhVT7Y50d4DvKK2u5bnNR5b0PgpXtb6FlpK_b2Yk&s","https://www.google.com/search?tbm=isch&q=%E3%82%A4%E3%82%BF%E3%83%AA%E3%82%A2%E3%83%B3%E3%83%97%E3%83%AA%E3%83%B3+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"デザート","チョコケーキ","3207","300","3","3","2","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3gNuSuYJvA1HIeHgJ1FarHkUR0pe2owbNdN8sup-wP7ROOv6ZvDPR4hHj_w&s","https://www.google.com/search?tbm=isch&q=%E3%83%81%E3%83%A7%E3%82%B3%E3%82%B1%E3%83%BC%E3%82%AD+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"デザート","プリンとティラミスの盛り合わせ","3212","500","5","4","4","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBMo9x_4I0xAO5YlwH4X8ntjv-9D-MD5hWAUieJM2B5koPfG_JtVIY42U6dA&s","https://www.google.com/search?tbm=isch&q=%E3%83%97%E3%83%AA%E3%83%B3+%E3%83%86%E3%82%A3%E3%83%A9%E3%83%9F%E3%82%B9+%E3%82%82%E3%82%8A%E3%81%82%E3%82%8F%E3%81%9B+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"デザート","トリフアイスクリーム","3213","350","4","3","3","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJILmpPM5sErw04ZWvPPHbRhGnvLJxdYEPsofmOA_mbriMoanm-wA279xRndI&s","https://www.google.com/search?tbm=isch&q=%E3%83%88%E3%83%AA%E3%83%95%E3%82%A2%E3%82%A4%E3%82%B9%E3%82%AF%E3%83%AA%E3%83%BC%E3%83%A0+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"デザート","ジェラート＆シナモンフォッカチオ","3215","450","4","3","3","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRCBaMmqnOxocgruOazV_yjKyhkKC9q1VBqAYaq3vFGfKtBP_n7eQOI53fqfw&s","https://www.google.com/search?tbm=isch&q=%E3%82%B8%E3%82%A7%E3%83%A9%E3%83%BC%E3%83%88+%E3%82%B7%E3%83%8A%E3%83%A2%E3%83%B3+%E3%83%95%E3%82%A9%E3%83%83%E3%82%AB%E3%83%81%E3%82%AA+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"デザート","コーヒーゼリー＆ミルクジェラート","3215","350","3","4","3","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ8jcMWrKVSc1Y907wXPHFCXwSy5OkA4ID1hJe1ttnwPV9roj1cbQ1vGiKzwg&s","https://www.google.com/search?tbm=isch&q=%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC%E3%82%BC%E3%83%AA%E3%83%BC+%E3%83%9F%E3%83%AB%E3%82%AF%E3%82%B8%E3%82%A7%E3%83%A9%E3%83%BC%E3%83%88+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"デザート","チョコレートケーキ＆ミルクジェラート","3216","500","3","3","2","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStR5p9lS34L5QDl7E49uMAQa1r5LZ86DB8OrPvj7FjAZ3rRH4pa4qZO_LjXw&s","https://www.google.com/search?tbm=isch&q=%E3%83%81%E3%83%A7%E3%82%B3%E3%83%AC%E3%83%BC%E3%83%88%E3%82%B1%E3%83%BC%E3%82%AD+%E3%83%9F%E3%83%AB%E3%82%AF%E3%82%B8%E3%82%A7%E3%83%A9%E3%83%BC%E3%83%88+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"その他","トッピング半熟卵","4301","50","1","2","1","D","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjvTfNvPY58A0_YrSZKLIjMdWAyI9Tkmrfb66rLqZcBu6u0LJQPz5tMfnNf6c&s","https://www.google.com/search?tbm=isch&q=%E3%83%88%E3%83%83%E3%83%94%E3%83%B3%E3%82%B0%E5%8D%8A%E7%86%8A%E5%8D%B5+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"その他","トッピング粉チーズ","4307","100","2","2","1","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2okSLuvyGb8SXuQjOIXcSBqR-t-M734BrnQY3aa0OuHbMRqOyI9gAcKgRkQw&s","https://www.google.com/search?tbm=isch&q=%E3%83%88%E3%83%83%E3%83%94%E3%83%B3%E3%82%B0%E7%B2%89%E3%83%81%E3%83%BC%E3%82%BA+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4",""
"その他","セットドリンクバー","5101","200","3","2","4","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJdFHa6Raiia-GxuBuks88gba89kN3H7ng1hgGXtPpIAtnzGyc-UKl8hZgxaA&s","https://www.google.com/search?tbm=isch&q=%E3%82%BB%E3%83%83%E3%83%88%E3%83%89%E3%83%AA%E3%83%B3%E3%82%AF%E3%83%90%E3%83%BC+%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4","""カテゴリー"
"前菜","辛味チキン","1401","300","4","4","5","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsnoH40xhx5RR3IqBym4SYrY3zevN_m7ke5ylpjq6Rv72AHdLw2FvKc6PC6_M&s","https://www.google.com/search?tbm=isch&q=%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4+%E8%BE%9B%E5%91%B3%E3%83%81%E3%82%AD%E3%83%B3",""
"前菜","アロスティチーニ","1402","400","3","1","2","D","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTEX1wjHLGX1dh0h5wvcDUwlV-E1ysrShEytqLrKs26AprYy-7oT7MetoRvaZg&s","https://www.google.com/search?tbm=isch&q=%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4+%E3%82%A2%E3%83%AD%E3%82%B9%E3%83%86%E3%82%A3%E3%83%81%E3%83%BC%E3%83%8B",""
"前菜","ほうれん草のソテー","1403","200","4","4","4","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDiQ9Rhcj6sGKgshkTlniXKCH0v6iNo6t0tAO1ozmA8MDegA2kRNQ2FovNTQE&s","https://www.google.com/search?tbm=isch&q=%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4+%E3%81%BB%E3%81%86%E3%82%8C%E3%82%93%E8%8D%89%E3%81%AE%E3%82%BD%E3%83%86%E3%83%BC",""
"前菜","ポップコーンシュリンプ","1404","300","3","2","1","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTVvl-nrpQMCcnLVg8ZVtzc_rjO8TKvkBPDCTs3eAyMP2n0Eh448aR7fpwpzA&s","https://www.google.com/search?tbm=isch&q=%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4+%E3%83%9D%E3%83%83%E3%83%97%E3%82%B3%E3%83%BC%E3%83%B3%E3%82%B7%E3%83%A5%E3%83%AA%E3%83%B3%E3%83%97",""
"前菜","エスカルゴのオーブン焼き","1405","400","5","2","3","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSosj03pjv7NpBzFkzi4y7MZ2GW9tdk7LRe1eSQ5td6dSmkuBm9cJfFZRE6Sw&s","https://www.google.com/search?tbm=isch&q=%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4+%E3%82%A8%E3%82%B9%E3%82%AB%E3%83%AB%E3%82%B4%E3%81%AE%E3%82%AA%E3%83%BC%E3%83%96%E3%83%B3%E7%84%BC%E3%81%8D",""
"前菜","小エビのカクテル","1406","280","2","2","3","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR2UftSP6847EhPfzMkAgHhBPz2bJNDCotsiluQs_iqCOpiRzTAUymJpiVdqGo&s","https://www.google.com/search?tbm=isch&q=%E3%82%B5%E3%82%A4%E3%82%BC%E3%83%AA%E3%83%A4+%E5%B0%8F%E3%82%A8%E3%83%93%E3%81%AE%E3%82%AB%E3%82%AF%E3%83%86%E3%83%AB",""
"前菜","チョリソー","1407","400","★★★★","★★","★★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQG1ceu4nHdV_6O5eqMYDIesQj_ERuEFEZuGklI5J_AGpdZtBjCGSQGRrlkOxs&s","",""
"前菜","蒸し鶏の香味ソース","1408","280","★★★","★★","★★★","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRbmrzWSfuEhEBYIYvqOjBajEZPauEFxY7FzCM17Nhk0fXKCRxv3Ron3H3znA&s","",""
"前菜","ムール貝のガーリック焼き","1410","400","★★★","★★","★★","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxCwsYEQ8xWwc15h1gscoeXAH8WffOu1Uesu2aAUBMW54OjwDx93OKNLfrkw&s","",""
"前菜","キャロットラペ","1413","200","★","★","★","D","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXvnRneGMl4az2o_QuAX-0eBmV4GgRJWy_LnqLMYtjKLp-SUSrGp-tKmbbzg&s","",""
"前菜","ポテトのグリル","1416","300","★★★★","★★★","★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQktRfgEZGG6AtiWZfvYNlbTW9z7qyAZRh1585WrTywybLxZcXsjSGDfXC1rLE&s","",""
"前菜","バッファローモッツァレラのカプレーゼ","1417","430","★★★★","★","★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRWElf3suJ8hVbsB7sgtS1xNZYHN14tRn6tzNAV7nE-d0IMxQ10KpenB_ruUw&s","",""
"前菜","ハモン･セラーノ","1422","320","★★★","★","★","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5CR8WxyzFaFwldcFz_rhOo6e1lpPAmkeBILDX7QiAzNpEnV-eAbKHJZP90A&s","",""
"前菜","生ハムとバッファローモッツァレラの盛り合わせ","1423","500","★★★★★","★","★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQsImmMdXKTZanbQWisIVR-4k5NX2X_3jYOfXslx_CI67uGLvQI79hUHBYRNA&s","",""
"前菜","柔らか青豆の温サラダ","1425","200","★★","★★★","★★★","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSg002nPSrCYW8K4-aVgucee7mmoOqcJ63vlOxRNJv3P-JssiW4DxOFaze6AVE&s","",""
"サラダ","小エビのサラダ","1202","350","★★★","★★★","★★★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSoBK0Oo-aUiOqKgvyFOvHuYdwuUg8JpWeWDs1Ue-R_gaz3nPLKiUmL_pkUAA&s","",""
"サラダ","わかめのサラダ","1205","350","★★","★★","★★","D","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQnqkYFybRMh8w89SVf6LOXFpCfxk9iVVto7omjWzodiQoFpW3WTAa9tcFHMw&s","",""
"サラダ","チキンのサラダ","1209","350","★★★★","★★★","★★★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQstb0RYwjPBMSkkQvwpbwJxfdLZk0FXxjPBBvE8LzVOYh_mmGINPhYfoLM2I&s","",""
"スープ","コーンクリームスープ","1301","150","★★★","★★★★","★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRQaFNv_BfehOyb9OdMV_LfXU3AkOTr_M8wqWtW2JQQf_MIIctlLjCmVMa1ZY0&s","",""
"スープ","田舎風ミネストローネ","1305","300","★★★★","★★★★","★★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTkTgWlngxSgmCxSEfYu5QrD1OVJn1uoKt7DEan42Q6NoWiioDo6LNvRblo45k&s","",""
"スープ","玉ねぎのズッパ","1309","300","★★★★★","★★★★★","★★★★","S","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcToZu306nG2GR09WMpuw9Sx6Cb42NCUV2biEYBh8pm-A-iLcHXMeS4zgH3l_A&s","",""
"ピザ","バッファローモッツァレラのマルゲリータピザ","2203","400","★★★★","★★★★","★★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTPezbm6YLuXT24fFTZpfHrZVM7ZjjAieXUHvDUaG4loXnZWqmlyOvpUAZA7g&s","",""
"ピザ","野菜ときのこのピザ","2204","400","★★★★","★★★★","★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTf8G7pVBE9c1c3C2r5jmXnfgoRjEY4wU8YquRcF8qesDfhIxhd2JMjpmZIYq8&s","",""
"ピザ","たっぷりコーンのピザ","2206","400","★★★","★★★","★★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRw7G90FaNBF2TDiG5cKrO_UrZ4nFqde2Jg7bq87OPt4rg5_HlRE2JzBhpWvg&s","",""
"ピザ","ソーセージピザ","2208","400","★★★","★★★★","★★★","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbkSlHr3Ivbs6SS3SEjcyRYWttiwQAi-1A-3yl0K-RA0-hX-GXTHy_Q0EKIA&s","",""
"ドリア・グラタン","ミラノ風ドリア","2101","300","★★★★","★★★★★","★★★★★","S","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwJ9mrMh-S6YXgDS5Sp3M_GBDz9_PqFRO4cDh9jyd115nlG-89U32LR8n0rF4&s","",""
"ドリア・グラタン","半熟卵のミラノ風ドリア","2103","350","★★★★","★★★★","★★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQq6bJrNBBwevtfkjRkT6qlxiWz53J907tzd9z9hMGkaYT8PTFdgLgaxyHAtXQ&s","",""
"ドリア・グラタン","焼きチーズミラノ風ドリア","2108","350","★★★★★","★★★★★","★★★★","S","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVIzgPelX0iI255HEzeTroPorMjGbj3A6BrTi9eTD8ZPHkrX74KEAto7na5lo&s","",""
"ドリア・グラタン","タラコとポップコーンシュリンプのドリア","2110","400","★★★★","★★★★","★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS7K0mN6Jm75UrDAS0-6XWjAVHK9cZDXHn4n3FKoXHfoO7CiT4_XhjBLBnlb7Q&s","",""
"ドリア・グラタン","ポップコーンシュリンプとタラコのクリームグラタン","2115","430","★★★★","★★★","★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQBeDcbkYUejAcipl_ZhaRjMDmCmiGXXieRpB2q0XiqJKj3tqqaQ74fbnv7L2Q&s","",""
"パスタ","タラコソースシシリー風","2301","400","★★★","★★★★","★★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMJVK8mOfei4PXRrEFidoXasld7hvzQ7lqKjb1ousxLKF1vzst-QjGhfGaRZE&s","",""
"パスタ","ペペロンチーノ","2303","300","★★★","★★★★★","★★★★★","S","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT7HVvwcKiRUyf544kaAet8Oq4janGOvUey-rBNjz5r7KPfSmHZPaq4zGl-bQ&s","",""
"パスタ","パルマ風スパゲッティ","2304","400","★★★★","★★★★","★★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR1xp2dDqhwY5KWtNTkC3gcmfLCk5D_aAYns8sab--OFLz3Q_JNOj3UJjEKUw&s","",""
"パスタ","カルボナーラ","2305","500","★★★★★","★★★","★★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzYWzZkUu3CkdCrRDjMjz7Jp2ROI8fW_h-bX6B5-3X985zDU5iii6COZEB-g&s","",""
"パスタ","ミートソースボロニア風","2306","400","★★★★","★★★★","★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMAo5KxNZjq9e5XscSdpnm80bibn9spdalE6AFW8g9T2rOIaHTZ8Z4DwRnoSs&s","",""
"パスタ","スープ入り塩味ボンゴレ","2310","500","★★★★","★★★★","★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT34LK1dI-9A20ZomS1QdK2YxgEOswYZy44bSn9G1S_90A6OSQYQZWiWeXVmQ&s","",""
"パスタ","半熟卵のミートソースボロニア風","2316","450","★★★","★★★★","★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkRTMrCZi-M0mXnksT5IE-xQytGxk-b_qUNbKZo_dl9vZ0QgD-y9LJtIfMEA&s","",""
"パスタ","半熟卵のペペロンチーノ","2317","350","★★★","★★★★★","★★★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJZe0feM1RhYXh-uCFTcJE9yEaebRYGXdQVQuQs_EpQC3l_INNQdiBNeZRGQ&s","",""
"パスタ","半熟卵のカルボナーラ","2318","550","★★★★","★★★","★★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLkL2h-eq7mNa-RBi_Qm9eHJSQOjhfbZmG6tm3uRWhdZkgYR1AGHSTcsfcbQ&s","",""
"パスタ","小エビのタラコソース","2320","540","★★★★","★★★","★★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9Q8OmkD34MFzsVsAoMvQdwX65mNioralUrPFTpurJ0TW687aCOqQOmtPygg&s","",""
"パスタ","きのことほうれん草のクリームスパゲッティ","2321","600","★★★★","★★","★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0dCpiX92ZuS0AYjthGxw_rk9Dm8JsB5i3-j8-20b5DEggfEJnlaENd5bD&s","",""
"パスタ","ペンネアラビアータ","2325","430","★★★","★★★★","★★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDfU81vzq0Uhg75hEtYl3aX80V71f-m0tbciBZ3_lL0xycL_HIsDS0UXzHNQ&s","",""
"パスタ","イカの墨入りセピアソース","2328","500","★★★★","★★★","★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJ8KQnBVupidhWsWabGJ7bhJ9qnkP412uum5yDvy8RWsz0kAszh2ZIWsTW0Q&s","",""
"肉料理","若鶏のディアボラ風","2402","500","★★★★★","★★★★","★★★★★","S","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSs4vAzBDBYVgQzK4Bwaz3xJq0e76wJQcGzIUdmFkIg3VLHgKPx9OGqTxUEij0&s","",""
"肉料理","イタリアンハンバーグ","2403","500","★★★★★","★★★★","★★★★","S","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQycbzRPXYWCDgLhxJKLXDkweiHX8oZtT-5rZS0paX0ZS_nLVhZFShMYOG9eg&s","",""
"肉料理","柔らかチキンのチーズ焼き","2404","500","★★★★","★★★★","★★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLxt3CZl6eGRuhR3GLRhT6L042UkZ-rUUbOF-dWmpF8_UtJA-rc_D_3h3_DQ&s","",""
"肉料理","ハンバーグステーキ","2406","400","★★★","★★★★","★★★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcST-UWj76PfaZshnJt2eXiPwAnK7hZ_0MU5Kn0ldqGEm6XB57JnGyoTYtdJXQ&s","",""
"肉料理","ディアボラ風ハンバーグ","2407","500","★★★★","★★★★","★★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0dH7NKbmVHjcvsSgVcBk_EQBRLgn_8tXJqmyvUoSkSpn9cUL6O-_l-URsPA&s","",""
"肉料理","ミックスグリル","2418","650","★★★","★★★","★★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ0rEmJQ9-LtE3DPOmQBqAYwg81hFtkp30SLluH1GAXY59NwUlzVZVCPYq0oA&s","",""
"肉料理","ラムのランプステーキ","2417","1090","★★★★★","★","★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQIbvTTm6CUWcAXUCy7zrXetRrs6C_LwsqmttmNmgKK5ljPjt47cxCWkVr5OQ&s","",""
"ライス・パン","ライス","3101","150","★★★","★★","★★★★","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpzLGhRMuCdiFng2d-0CGZaYS2Ktrj0NMdZkFDqn9NWY3e_iRjkQTslNDrQA&s","",""
"ライス・パン","ラージライス","3102","200","★★★","★★★","★★★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSnN7k-T3P_FIMRHhoBA_tRYmlmRs7xJkgNq9EOnupA8pfh8eZkgQiVK3RIOjY&s","",""
"ライス・パン","スモールライス","3103","100","★★★","★","★★","D","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTpzLGhRMuCdiFng2d-0CGZaYS2Ktrj0NMdZkFDqn9NWY3e_iRjkQTslNDrQA&s","",""
"ライス・パン","フォッカチオ","3110","150","★★★","★★★","★★★","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjij_vj3UdKQW6fkJ-JmuQlBz_SWwgIek38j6XToabI5Ns3RWb3RSEERSKyQ&s","",""
"ライス・パン","ガーリックフォッカチオ","3111","200","★★★★","★★★","★★★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9nsikFhUVewfM2GUzCtysxFlUrXvKuyyxcuGNQ_X9YZjmbhbV2tVsHx6OQw&s","",""
"ライス・パン","シナモンフォッカチオ","3112","200","★★★","★★★","★","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNxEoSFHW9eQsQq15I5nwM69SgWENto-BhJUHSNi4Lf4WpqmeVG6DfYH-ax00&s","",""
"ライス・パン","タラコフォッカチオ","3113","250","★★★★","★★★","★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTNZpqz5tIv1zv7saQ2WP64X_ZMJ5Ssw9KSdz8uuRp4wTPKUYRWRt55BS7HX4Q&s","",""
"ライス・パン","チーズフォッカチオ","3114","250","★★★★","★★★","★★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAfHalWzGmw9A7mZeKuOygA-1hXf9k7u-K5xK_rZuB1v4SXClwOAVA9hh3mQ&s","",""
"デザート","ティラミス クラシコ","3201","300","★★★★","★★★","★★★★","B","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-rCA_une2dFDjfoQcyJ_nRsqbKf1PQk0NnEHk1Pufzs44L6rJH1QmU9Fn_w&s","",""
"デザート","ミルクジェラート","3205","250","★★★★","★★★★","★★★★","A","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSw-ojrS-dnN_qgCXqRSZ8hksCQf5Ek53p-qz2-mMUCySpP8eZFjvtafeG-lQ&s","",""
"デザート","イタリアンプリン","3206","250","★★★★★","★★★★","★★★★★","S","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR4rCRgfvFKSfbHdjTnsRBhhVT7Y50d4DvKK2u5bnNR5b0PgpXtb6FlpK_b2Yk&s","",""
"デザート","チョコケーキ","3207","300","★★★","★★★","★★","C","https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3gNuSuYJvA1HIeHgJ1FarHkUR0pe2owbNdN8sup-wP7ROOv6ZvDPR4hHj_w&s","",""
